sintoma,texto,deficiencia de nutrientes,disponible en ingredientes,source
unas quebradizas,por las mananas las capas de las unas se levantan y me preocupa,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
unas quebradizas,desde hace semanas las capas de las unas se levantan,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
unas quebradizas,estos dias las capas de las unas se levantan,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
unas quebradizas,mis unas crecen muy finas,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",original
unas quebradizas,ultimamente mis unas crecen muy finas,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
unas quebradizas,desde hace semanas mis unas crecen muy finas y me pasa a menudo,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
unas quebradizas,mis unas crecen muy finas y va a peor,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
unas quebradizas,me salen lineas y se parten las unas,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",original
unas quebradizas,me salen lineas y se parten las unas y va a peor,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
unas quebradizas,estos dias me salen lineas y se parten las unas y no se por que,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
unas quebradizas,por las mananas me salen lineas y se parten las unas y va a peor,biotina (b7); zinc; hierro; proteina,"huevos, salmon, carne cerdo, carne vacuno, carne pollo, carne pavo, salchichas, merluza, lubina, gambas/langostinos, mix de marisco/molusco, queso, yogur, leche, champinones, coliflor, aguacate",parafraseado
moretones faciles,me salen moretones con golpes leves,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",original
moretones faciles,desde hace semanas me salen moretones con golpes leves y cada vez mas frecuente,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,me salen moretones con golpes leves y no se por que,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,desde hace semanas me salen moretones con golpes leves,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,aparezco con morados sin saber por que,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",original
moretones faciles,por las mananas aparezco con morados sin saber por que y me pasa a menudo,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,de un tiempo a esta parte aparezco con morados sin saber por que y me pasa a menudo,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,aparezco con morados sin saber por que y me pasa a menudo,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,me quedan marcas moradas mucho tiempo,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",original
moretones faciles,estos dias me quedan marcas moradas mucho tiempo y no se por que,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,desde hace semanas me quedan marcas moradas mucho tiempo y no se por que,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,me quedan marcas moradas mucho tiempo y me preocupa,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,tengo moretones frecuentes en las piernas,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",original
moretones faciles,tengo moretones frecuentes en las piernas y no se por que,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,ultimamente tengo moretones frecuentes en las piernas y me pasa a menudo,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,ultimamente tengo moretones frecuentes en las piernas,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,cualquier roce me deja un moraton,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",original
moretones faciles,ultimamente cualquier roce me deja un moraton y me pasa a menudo,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,por las mananas cualquier roce me deja un moraton,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
moretones faciles,cualquier roce me deja un moraton y me preocupa,vitamina c; vitamina k,"limon, tomate, brocoli, coliflor, calabacines, lechuga/endivia, pepino, aguacate",parafraseado
sangrado de encias,me sangran las encias al cepillarme,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",original
sangrado de encias,por las mananas me sangran las encias al cepillarme y me pasa a menudo,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,ultimamente me sangran las encias al cepillarme y me pasa a menudo,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,por las mananas me sangran las encias al cepillarme,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,veo sangre en la saliva al lavarme los dientes,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",original
sangrado de encias,desde hace semanas veo sangre en la saliva al lavarme los dientes,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,ultimamente veo sangre en la saliva al lavarme los dientes,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,veo sangre en la saliva al lavarme los dientes y cada vez mas frecuente,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,tengo encias sensibles e inflamadas,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",original
sangrado de encias,de un tiempo a esta parte tengo encias sensibles e inflamadas,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,ultimamente tengo encias sensibles e inflamadas,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,tengo encias sensibles e inflamadas y cada vez mas frecuente,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,las encias me sangran al usar hilo dental,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",original
sangrado de encias,estos dias las encias me sangran al usar hilo dental y me pasa a menudo,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,desde hace semanas las encias me sangran al usar hilo dental,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,de un tiempo a esta parte las encias me sangran al usar hilo dental y va a peor,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,siento dolor y sangrado en las encias,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",original
sangrado de encias,desde hace semanas siento dolor y sangrado en las encias,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,desde hace semanas siento dolor y sangrado en las encias y no se por que,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
sangrado de encias,siento dolor y sangrado en las encias y cada vez mas frecuente,vitamina c,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia",parafraseado
infecciones frecuentes,me resfrio muy seguido,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",original
infecciones frecuentes,de un tiempo a esta parte me resfrio muy seguido,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",parafraseado
infecciones frecuentes,estos dias me resfrio muy seguido y me pasa a menudo,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",parafraseado
infecciones frecuentes,desde hace semanas me resfrio muy seguido y no se por que,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",parafraseado
infecciones frecuentes,me enfermo con frecuencia,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",original
infecciones frecuentes,estos dias me enfermo con frecuencia,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",parafraseado
infecciones frecuentes,ultimamente me enfermo con frecuencia,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",parafraseado
infecciones frecuentes,por las mananas me enfermo con frecuencia y no se por que,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",parafraseado
infecciones frecuentes,me cuesta recuperarme de resfriados,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",original
infecciones frecuentes,por las mananas me cuesta recuperarme de resfriados,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",parafraseado
infecciones frecuentes,desde hace semanas me cuesta recuperarme de resfriados,vitamina c; vitamina d; zinc,"limon, tomate, brocoli, coliflor, patata, sandia, manzana, calabacines, lechuga/endivia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones, leche, yogur, queso, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas",parafraseado
